cell1,cell2,cell1_x,cell1_y,cell2_x,cell2_y,distance,morphology,match_score
a7211a566820f54893c82c88f4326c60,1d4c67083b44084fe0e19367d5cd8884,991.2662353515625,739.0568237304688,983.5,735.5,8.541979078965527,0.7155223900321838,0.8648285057156896
f133c3fd9b161dc2fa638e16ad6cfe54,56f351d7cb49ad39b1e875cc486d3385,1147.27978515625,181.5701446533203,1142,186,6.892006216528279,0.6832843456494145,0.8647819340984094
962177367e206b0af6e171ea82f447f2,afa9d5f64eb9a7fbcc48c9118dc1ff21,1250.5477294921875,624.0811157226562,1243.5,619,8.688396168573002,0.7180389749324637,0.8647293814963966
e4d165d413cf51110d973ede621c34b2,ff10c52e108062f1569a9805de5fb977,2403.130859375,295.6249694824219,2396.5,304,10.682201656090859,0.756807273233971,0.864729338976328
4f3dd7fdca95e928c22fea1fe712ae61,be540f6be413b256454ca2dcb3e0f809,1688.763671875,1055.5357666015625,1686.5,1050.5,5.521155279747016,0.6556421219088364,0.8644858974407933
4fdede61de72e1f1e64bda1263fecc92,1f67be75c765f75c04cdc2d9b6af0aa5,475.0856628417969,651.4281005859375,466.5,652.5,8.652316151579248,0.7158192727096508,0.8642739375953497
1e1053c42887fc727d393253176bd13c,350b294a429a848b7ea402f03ec1a8e6,2316.53076171875,205.61070251464844,2310.5,206,6.0433136142716855,0.6644959535536354,0.8640961233161725
62e0f865076c2d49b2a4eddd479d79ba,224978ba38d009566ce322ee1d43edbf,168.91903686523438,690.5057983398438,172,699.5,9.507260243694935,0.7316284903553679,0.8640295290183898
91b1d2523d754d82b69cb9931b5908a0,51ddf8916e870fd6ada5d7d8acb16bf8,918.4998168945312,119.79674530029297,924,112.5,9.137532827357251,0.7243471221117574,0.8640018618072766
8d30833dbdb7cbc9be7637806c83ec06,d0385f359630214ce82ca41b11e1dce5,1542.551025390625,1118.2386474609375,1539,1114.5,5.1562841428724475,0.6468809530357811,0.8639859617439783
e846f5feda61a7ac76d699b54dc7d029,30c9fc07f1d497565a84ae824384ecf1,1626.4251708984375,352.3406066894531,1632.5,344,10.318394669779833,0.7468651310374755,0.8638689037375269
7450f57b7668e5b81ae4e22b560f9ef5,8466e40bdfc78b415de984cbd9ddcc57,2434.325439453125,274.8487854003906,2433,281,6.292394678844281,0.6685775906212398,0.8638676415597802
36cc7be04bd22430aef3677b6d694939,3954dd599875bf158fe5290ed677a88d,482.2967224121094,690.8507690429688,473,691.5,9.319364165187691,0.7273971045516971,0.8638561737352475
7bc6c545141c8f13634d16e0f9345a39,a273b4a99c98bdb7bd3deaeb37414de6,1415.483154296875,1054.8818359375,1412.5,1055.5,3.0465285764506262,0.6051230088699958,0.8637654859650368
acc5c250347219c896c1c6c9dc5772b3,32ad1bc494c8874b8185122e2bbbb3fa,735.6810302734375,450.4422302246094,745,454,9.975014914238043,0.7397864134560221,0.8637483370370846
047478a4054eba79d3a625dd1cabf3a2,3e67a7e75a4103acc3ee69ff76856d71,1728.5712890625,885.3246459960938,1723,879.5,8.060134167477802,0.7024443005437011,0.8637158408528232
