,tile_id,x,y,physical_x,physical_y,area,ratio,size,r1,r2,theta,weight,density,mean_distance,moran-I,p-value
93d11283b8e4d2e6871a75de6337ffe1,NULL,2009.5,854,2009.5,854,6.162408338805852,0.09712234884500504,7,4.494079113006592,0.4364755153656006,0.839889645576477,0.24761904761904763,0.0625,3.7165171868296265,-1,1
460ac844ed8776d675d0b999b3d35f07,NULL,981,857,981,857,149.88509817518081,0.28545108437538147,51,12.928211212158203,3.6903719902038574,0.3812435269355774,0.22491349480968847,0.09375,5.5696951538392625,-0.3515508516723948,1
1c1fce4fce76f25c5723d44de13cee2c,NULL,988.5,854,988.5,854,4.442882862121663,0.7071067690849304,4,1.4142135381698608,1,0.7853981852531433,0.25,0.09375,4.2291731464494,-0.35155085167239475,1
9635c9d3050435373de58a42c422b02d,NULL,1043,854.5,1043,854.5,9.42477796076938,0.75,10,2,1.5,0,0.24078431372549022,0.03125,0,-1.0000000000000002,1
9e69a47cf5c4e45004eda12220c46f83,NULL,1398.5,862,1398.5,862,765.8779012249763,0.27486467361450195,301,29.781417846679688,8.185859680175781,0.2295820713043213,0.19994788613119693,0.03125,0,-1.0000000000000002,1
95d57e16156a7a2c0d326ff625a87acf,NULL,1521,855.5,1521,855.5,17.270979622733407,0.6871904730796814,12,2.8284270763397217,1.9436681270599365,0.7853981852531433,0.25163398692810457,0.0625,3.2015621187164243,-1.0000000000000002,1
9a5d0112d7357dc6a0f4c01cb3b4c6b6,NULL,2444,862.5,2444,862.5,482.0111983982751,0.42185908555984497,218,19.070844650268555,8.045208930969238,0.3367028832435608,0.21811476884331713,0.03125,0,-1.0000000000000002,1
6f52a624d468df8ec57bdef4f3a5cfea,NULL,650.5,862,650.5,862,276.13402491473795,0.6790062785148621,109,11.377533912658691,7.725416660308838,2.8832614421844482,0.22536427415002658,0.03125,0,-1.0000000000000002,1
335bf935405c9ad2260220dd88710f47,NULL,713,854.5,713,854.5,4.039181221710777,0.3073163628578186,5,2.045403003692627,0.6285858154296875,2.930499315261841,0.25176470588235295,0.0625,2.5124689052802225,-1,1
0fdada48eb54b8e77871135070e2fcfe,NULL,1482,859,1482,859,214.1781687107878,0.45171308517456055,101,12.285174369812012,5.549374103546143,0.21588535606861115,0.21324014754416573,0.03125,0,-1.0000000000000002,1
231748709f48f575c1ab7b3bc4a773e4,NULL,934,862,934,862,228.99038779381743,0.718527615070343,123,10.07191276550293,7.236947536468506,3.0220227241516113,0.20672724374302523,0.03125,0,-1.0000000000000002,1
dd5360143a402828e8788774233e3c47,NULL,1503.5,862.5,1503.5,862.5,362.9458235267402,0.49442344903945923,171,15.286090850830078,7.557801723480225,0.19377537071704865,0.2101823185414513,0.03125,0,-1.0000000000000002,1
7411fd5f4935b7c99e9b25ff051c512c,NULL,2016.5,856.5,2016.5,856.5,32.47284605727087,0.4125036895275116,15,5.005774974822998,2.0649006366729736,3.093552827835083,0.2397385620915033,0.0625,3.7165171868296265,-1,1
83eb9a55bd43023ae55b14b6dd1ec1a4,NULL,2032.5,861,2032.5,861,179.86415433549584,0.6178073883056641,83,9.626553535461426,5.9473557472229,0.3627795875072479,0.18880226789510962,0.0625,2.692582403567252,-0.9999999999999999,1
82fc7bc1cc73f5632c437fdefafad5ba,NULL,246,865.5,246,865.5,301.54914213346257,0.21607737243175507,139,21.076547622680664,4.554164886474609,0.8443123698234558,0.2041472704189585,0.0625,6.046693311223912,-1,1
92d127e32763ec0b99e470adace39da2,NULL,1234.5,861.5,1234.5,861.5,210.20450702755022,0.5312619805335999,90,11.222554206848145,5.962116241455078,0.1994834840297699,0.2063616557734202,0.03125,0,-1.0000000000000002,1
